id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
72405;Train/aja_pm20001004_osa_3_ud211.conllu;Harju maavalitsuse pressiesindaja Kristina Männi sõnul on maavanem TOPi juhtkonna kaebusega tutvunud , kuid hinnangut sellele veel antud pole .;67;81;TOPi juhtkonna;free;Harju maavalitsuse pressiesindaja Kristina Männi sõnul on maavanem kaebusega tutvunud , kuid hinnangut sellele veel antud pole .;100.0;100.0;100.0
72408;Train/aja_pm20001004_osa_1_ud211.conllu;"Rootsiaegse Tartu ülikooli trükitoodang võis ulatuda pooleteise tuhande väljaandeni . """;0;26;Rootsiaegse Tartu ülikooli;free;"trükitoodang võis ulatuda pooleteise tuhande väljaandeni . """;100.0;100.0;100.0
72409;Train/aja_pm20001004_osa_1_ud211.conllu;"Rootsiaegse Tartu ülikooli trükitoodang võis ulatuda pooleteise tuhande väljaandeni . """;12;17;Tartu;free;"Rootsiaegse ülikooli trükitoodang võis ulatuda pooleteise tuhande väljaandeni . """;100.0;100.0;100.0
72428;Train/ilu_kanep_ud211.conllu;Miskipärast ei jätkunud mul sisemist vabadust tegeliku sihtpunkti avalikustamiseks .;46;65;tegeliku sihtpunkti;free;Miskipärast ei jätkunud mul sisemist vabadust avalikustamiseks .;100.0;100.0;100.0
72430;Train/aja_ee199920_osa_1_ud211.conllu;Samuti on võimalik , et osa rahast jõudis Hansapanga kaudu lõpuks Tallinna börsile .;66;74;Tallinna;free;Samuti on võimalik , et osa rahast jõudis Hansapanga kaudu lõpuks börsile .;100.0;100.0;100.0
72443;Train/aja_ee200110_osa_1_ud211.conllu;Preestrist eriuurija vaimne rikutus;0;10;Preestrist;free;eriuurija vaimne rikutus;100.0;100.0;100.0
72446;Train/aja_ee200110_osa_7_ud211.conllu;Kas naise elu on tõesti tema välimusest nii determineeritud ?;24;28;tema;free;Kas naise elu on tõesti välimusest nii determineeritud ?;100.0;100.0;100.0
72448;Train/aja_luup200106_osa_2_ud211.conllu;Just seal kuulsin ma Jugoslaavia juhtiva kommunisti Milovan Djilase raamatust “ Uus klass .;21;67;Jugoslaavia juhtiva kommunisti Milovan Djilase;free;Just seal kuulsin ma raamatust “ Uus klass .;100.0;100.0;100.0
72449;Train/aja_ml200247_osa_4_ud211.conllu;Pidevaks tüliõunaks on eelarve ja kohalike omavalitsuste tulubaas .;34;56;kohalike omavalitsuste;free;Pidevaks tüliõunaks on eelarve ja tulubaas .;100.0;100.0;100.0
72461;Train/aja_ee200110_osa_9_ud211.conllu;9. märtsil taasavab Kadriorus oma uksed Deco Galerii .;30;33;oma;free;9. märtsil taasavab Kadriorus uksed Deco Galerii .;100.0;100.0;100.0
72465;Train/aja_ee200110_osa_5_ud211.conllu;Oletame , et inimese sünnihetkel lülitatakse sisse salvestusseade .;13;20;inimese;free;Oletame , et sünnihetkel lülitatakse sisse salvestusseade .;100.0;100.0;100.0
72500;Train/aja_pm20001004_osa_2_ud211.conllu;Kunagise turbaimpeeriumi pealinn Tootsi on üks paljudest viletsasse seisu sattunud omavalitsustest , kes nüüd näevad valitsuse reservfondis , regionaalarengu sihtasutuses või eelarvevälises omandireformi fondis viimast õlekõrt , mis nad võlgade keerisest kindlale pinnale välja tõmbaks .;117;126;valitsuse;free;Kunagise turbaimpeeriumi pealinn Tootsi on üks paljudest viletsasse seisu sattunud omavalitsustest , kes nüüd näevad reservfondis , regionaalarengu sihtasutuses või eelarvevälises omandireformi fondis viimast õlekõrt , mis nad võlgade keerisest kindlale pinnale välja tõmbaks .;100.0;100.0;100.0
72510;Train/aja_luup200202_osa_3_ud211.conllu;Turumajandusele üleminekul suurenes tööpuudus , perede sissetulekud vähenesid ja vanurite elu läks raskemaks .;48;54;perede;free;Turumajandusele üleminekul suurenes tööpuudus , sissetulekud vähenesid ja vanurite elu läks raskemaks .;100.0;100.0;100.0
72523;Train/aja_luup200106_osa_5_ud211.conllu;Üle Eestimaa rullunud sõjad ja igat masti valitsejad on eestlasi pärilikkuse needusest säästnud .;31;41;igat masti;free;Üle Eestimaa rullunud sõjad ja valitsejad on eestlasi pärilikkuse needusest säästnud .;100.0;100.0;100.0
72532;Train/aja_ee200110_osa_8_ud211.conllu;Lõhna pole , ei elavale ega surnud kehale omast .;11;47;, ei elavale ega surnud kehale omast;free;Lõhna pole .;100.0;100.0;100.0
72534;Train/aja_ee199920_osa_1_ud211.conllu;""" Tegutsesime nende võimaluste piirides , mis meile on antud , "" ütleb ta .";14;30;nende võimaluste;free;""" Tegutsesime piirides , mis meile on antud , "" ütleb ta .";100.0;100.0;100.0
72537;Train/aja_ee200110_osa_1_ud211.conllu;Võimalik , et Nuudi sihib kohta ROKis hoopis endale .;32;37;ROKis;free;Võimalik , et Nuudi sihib kohta hoopis endale .;100.0;100.0;100.0
72545;Train/aja_ml200247_osa_5_ud211.conllu;Kriitilist analüüsi oleks väärinud ka suur vastuolu , mis peitub juhtpartei , Isamaa taotlustes ja tegevuses .;76;84;, Isamaa;free;Kriitilist analüüsi oleks väärinud ka suur vastuolu , mis peitub juhtpartei taotlustes ja tegevuses .;100.0;100.0;100.0
72549;Train/tea_AA_05_6_ud211.conllu;Töödeldavas tegumis sisalduvate käskude säilitamiseks on käsuvahemälu , käskude töötlust sooritab vastav töötlusüksus , lähteandmete ning tulemite säilitamiseks on piisavalt suure infomahutavusega registrikogum .;164;196;piisavalt suure infomahutavusega;free;Töödeldavas tegumis sisalduvate käskude säilitamiseks on käsuvahemälu , käskude töötlust sooritab vastav töötlusüksus , lähteandmete ning tulemite säilitamiseks on registrikogum .;100.0;100.0;100.0
72550;Train/aja_ee200110_osa_3_ud211.conllu;Kuidas saada rikkaks ja millal tuleb maailma lõpp .;37;44;maailma;free;Kuidas saada rikkaks ja millal tuleb lõpp .;100.0;100.0;100.0
72552;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Kõrgenenud arteriaalne vererõhk on oluline probleem kogu maailmas ning vererõhu mõõtmine on üks lihtsamaid ja sagedasemaid protseduure arstikabinetis .;52;65;kogu maailmas;free;Kõrgenenud arteriaalne vererõhk on oluline probleem ning vererõhu mõõtmine on üks lihtsamaid ja sagedasemaid protseduure arstikabinetis .;100.0;100.0;100.0
72554;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Kõrgenenud arteriaalne vererõhk on oluline probleem kogu maailmas ning vererõhu mõõtmine on üks lihtsamaid ja sagedasemaid protseduure arstikabinetis .;135;149;arstikabinetis;free;Kõrgenenud arteriaalne vererõhk on oluline probleem kogu maailmas ning vererõhu mõõtmine on üks lihtsamaid ja sagedasemaid protseduure .;100.0;100.0;100.0
72562;Train/aja_ee200110_osa_2_ud211.conllu;Tippmeeste koolitaja;0;10;Tippmeeste;free;koolitaja;100.0;100.0;100.0
72567;Train/aja_ee200110_osa_3_ud211.conllu;Eesti astronoom Ernst Öpik tõestas 60 aasta eest esimesena , et suur osa meteooridest on pärit väljastpoolt Päikesesüsteemi .;0;5;Eesti;free;astronoom Ernst Öpik tõestas 60 aasta eest esimesena , et suur osa meteooridest on pärit väljastpoolt Päikesesüsteemi .;100.0;100.0;100.0
72599;Dev/ilu_ruben_ud211.conllu;See oli suure seitsme skulptuuri ots , mis meie korruseni ulatus .;8;21;suure seitsme;free;See oli skulptuuri ots , mis meie korruseni ulatus .;100.0;100.0;100.0
72600;Dev/ilu_ruben_ud211.conllu;See oli suure seitsme skulptuuri ots , mis meie korruseni ulatus .;8;32;suure seitsme skulptuuri;free;See oli ots , mis meie korruseni ulatus .;100.0;100.0;100.0
72623;Train/ilu_kanep_ud211.conllu;Vaata pärast ise , kuhu oma peene ja nõrga varre topid .;24;27;oma;free;Vaata pärast ise , kuhu peene ja nõrga varre topid .;100.0;100.0;100.0
72626;Train/aja_epl20061216_ud211.conllu;Pärast kümneaastast vaidlust on Los Angeleses asuv J. Paul Getty muuseum nõus tagastama Kreekale kaks antiikeset , mis on enne nende ostmist väidetavalt Kreekast varastatud .;51;64;J. Paul Getty;free;Pärast kümneaastast vaidlust on Los Angeleses asuv muuseum nõus tagastama Kreekale kaks antiikeset , mis on enne nende ostmist väidetavalt Kreekast varastatud .;100.0;100.0;100.0
72666;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Urineerimise ajal kontraheerub põietühjendajalihas ning lõõgastub põie sulgurlihas .;66;70;põie;free;Urineerimise ajal kontraheerub põietühjendajalihas ning lõõgastub sulgurlihas .;100.0;100.0;100.0
72675;Train/tea_toohoive.conllu;Teenindussektor , mille osakaal hõives küll tunduvalt tõusis , ei andnud siiski suurt tööhõive juurdekasvu absoluutnäitajais ( va väike tõus 1994. a paiku ) .;86;94;tööhõive;free;Teenindussektor , mille osakaal hõives küll tunduvalt tõusis , ei andnud siiski suurt juurdekasvu absoluutnäitajais ( va väike tõus 1994. a paiku ) .;100.0;100.0;100.0
72683;Train/ilu_kivirahk_ud211.conllu;Neid tähti valgustasid kaks liikumata leegiga tõrvikut .;28;45;liikumata leegiga;free;Neid tähti valgustasid kaks tõrvikut .;100.0;100.0;100.0
72710;Train/aja_luup200106_osa_3_ud211.conllu;Surve nishiülikoolide ühinemisele tuleneb haridusministeeriumi poliitikast , mitte turust .;6;33;nishiülikoolide ühinemisele;free;Surve tuleneb haridusministeeriumi poliitikast , mitte turust .;100.0;100.0;100.0
72711;Train/aja_luup200106_osa_3_ud211.conllu;Surve nishiülikoolide ühinemisele tuleneb haridusministeeriumi poliitikast , mitte turust .;42;62;haridusministeeriumi;free;Surve nishiülikoolide ühinemisele tuleneb poliitikast , mitte turust .;100.0;100.0;100.0
72716;Train/aja_ee200110_osa_10_ud211.conllu;Seal on sügav sinine rahu , Aiast lahkumine , öö ja uni .;28;33;Aiast;free;Seal on sügav sinine rahu , lahkumine , öö ja uni .;100.0;100.0;100.0
72737;Train/tea_geofyysika.conllu;Maa pöörlemiskiiruse muutumisel on rohkem põhjusi kui neid tavapäraselt välja on toodud .;0;3;Maa;free;pöörlemiskiiruse muutumisel on rohkem põhjusi kui neid tavapäraselt välja on toodud .;100.0;100.0;100.0
72758;Train/aja_luup200106_osa_3_ud211.conllu;Ei tohi unustada , et paljud endised Eesti kommunistid on ikka ida poole vaadanud .;22;28;paljud;free;Ei tohi unustada , et endised Eesti kommunistid on ikka ida poole vaadanud .;100.0;100.0;100.0
72761;Train/aja_luup200106_osa_5_ud211.conllu;Selline on ka üldjoontes Tallinna Pedagoogikaülikooli eesmärk , mida jagame .;14;24;üldjoontes;free;Selline on ka Tallinna Pedagoogikaülikooli eesmärk , mida jagame .;100.0;100.0;100.0
72763;Train/aja_luup200106_osa_5_ud211.conllu;Selline on ka üldjoontes Tallinna Pedagoogikaülikooli eesmärk , mida jagame .;25;53;Tallinna Pedagoogikaülikooli;free;Selline on ka üldjoontes eesmärk , mida jagame .;100.0;100.0;100.0
72765;Train/aja_luup200202_osa_2_ud211.conllu;Ainult sellel kunstnikul , kes on oma loominguga teeninud Eestis piisavalt raha , et minna Veneetsia biennaalile , on mandaat esineda seal Eesti kunstnikuna .;34;37;oma;free;Ainult sellel kunstnikul , kes on loominguga teeninud Eestis piisavalt raha , et minna Veneetsia biennaalile , on mandaat esineda seal Eesti kunstnikuna .;100.0;100.0;100.0
72773;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Kokkuvõtteks võib ütelda , et nesiritiidi näol on arstid üle pika aja saanud oma käsutusse uue tõhusa ja ohutu ravimi südamepuudulikkuse ägeda dekompensatsiooni ravimiseks .;118;171;südamepuudulikkuse ägeda dekompensatsiooni ravimiseks;free;Kokkuvõtteks võib ütelda , et nesiritiidi näol on arstid üle pika aja saanud oma käsutusse uue tõhusa ja ohutu ravimi .;100.0;100.0;100.0
72775;Train/aja_ee200110_osa_2_ud211.conllu;Miks ei ole võimalik igal juhul lasta oma andmed eemaldada ?;38;41;oma;free;Miks ei ole võimalik igal juhul lasta andmed eemaldada ?;100.0;100.0;100.0
72793;Train/tea_dr8047.conllu;Kalaõli söötmise mõju munarebu ω-3-rasvhapete sisaldusele , % üldlipiididest ( Leeson , 1999 );0;7;Kalaõli;free;söötmise mõju munarebu ω-3-rasvhapete sisaldusele , % üldlipiididest ( Leeson , 1999 );100.0;100.0;100.0
72795;Train/tea_dr8047.conllu;Kalaõli söötmise mõju munarebu ω-3-rasvhapete sisaldusele , % üldlipiididest ( Leeson , 1999 );22;30;munarebu;free;Kalaõli söötmise mõju ω-3-rasvhapete sisaldusele , % üldlipiididest ( Leeson , 1999 );100.0;100.0;100.0
72805;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Eriti suur on Tähti Saare panus kardioanesteesia ja kardiointensiivravi , samuti pulmonoloogilise intensiivravi ja lasteanesteesia arengusse Eestis .;32;147;kardioanesteesia ja kardiointensiivravi , samuti pulmonoloogilise intensiivravi ja lasteanesteesia arengusse Eestis;free;Eriti suur on Tähti Saare panus .;100.0;100.0;100.0
72806;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Eriti suur on Tähti Saare panus kardioanesteesia ja kardiointensiivravi , samuti pulmonoloogilise intensiivravi ja lasteanesteesia arengusse Eestis .;141;147;Eestis;free;Eriti suur on Tähti Saare panus kardioanesteesia ja kardiointensiivravi , samuti pulmonoloogilise intensiivravi ja lasteanesteesia arengusse .;100.0;100.0;100.0
72823;Train/aja_ee200110_osa_11_ud211.conllu;1998 pildistas Balabnjov viimase Vene tsaaripere matuseid Peeter-Pauli merekindluses .;58;84;Peeter-Pauli merekindluses;free;1998 pildistas Balabnjov viimase Vene tsaaripere matuseid .;100.0;100.0;100.0
72824;Train/aja_ee199920_osa_2_ud211.conllu;Kui kümme sitket noormeest Mustamäe luiteid mööda üles-alla rühkis , võinuks juhuslik möödakäija pidada neid näiteks olümpiamängudeks treenivateks kergejõustiklasteks või ujujateks .;27;35;Mustamäe;free;Kui kümme sitket noormeest luiteid mööda üles-alla rühkis , võinuks juhuslik möödakäija pidada neid näiteks olümpiamängudeks treenivateks kergejõustiklasteks või ujujateks .;100.0;100.0;100.0
72825;Train/aja_ml200247_osa_4_ud211.conllu;Pank muretseb jälle , kuidas oma laenu tagasi saada .;29;32;oma;free;Pank muretseb jälle , kuidas laenu tagasi saada .;100.0;100.0;100.0
72835;Train/aja_ee199920_osa_2_ud211.conllu;"Kultuurkapitalis filmidele rahajagamises osalev Janno Põldma ütles , et "" ideede köögipool ei ole tugev "" .";17;26;filmidele;free;"Kultuurkapitalis rahajagamises osalev Janno Põldma ütles , et "" ideede köögipool ei ole tugev "" .";100.0;100.0;100.0
72848;Train/tea_dr8047.conllu;Erialases kirjanduses osutusid uurimistulemused kanamunade ja kana-broileriliha rikastamiseks ω-3-rasvhapetega tihti vastuolulisteks .;48;110;kanamunade ja kana-broileriliha rikastamiseks ω-3-rasvhapetega;free;Erialases kirjanduses osutusid uurimistulemused tihti vastuolulisteks .;100.0;100.0;100.0
72852;Train/tea_geofyysika.conllu;Telgede pikkused on rahvusvaheliselt kokku lepitud .;0;7;Telgede;free;pikkused on rahvusvaheliselt kokku lepitud .;100.0;100.0;100.0
