id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
71939;Train/ilu_vilep_ud211.conllu;""" Hahaa ! "" tegi Kati , ilma et oleks naernud .";0;11;""" Hahaa ! """;bound;tegi Kati , ilma et oleks naernud .;87.5;100.0;87.5
71948;Train/ilu_valton_ud211.conllu;"Võimalik , et see tähendas tema keeles "" tere "" .";39;47;""" tere """;bound;Võimalik , et see tähendas tema keeles .;100.0;100.0;100.0
71949;Train/ilu_kanep_ud211.conllu;""" Mmm , "" tegi ta siis , kui suu uuesti hõivati .";0;9;""" Mmm , """;bound;tegi ta siis , kui suu uuesti hõivati .;100.0;100.0;100.0
71966;Train/ilu_vilep_ud211.conllu;""" Tere , Jan-poiss ! """;2;6;Tere;bound;""" , Jan-poiss ! """;100.0;100.0;100.0
71967;Train/aja_luup200202_osa_1_ud211.conllu;Tema kolleegil , AS Ida-Tallinna Keskhaigla juhil Meelis Roosimägil peaks nõksu kergem olema , tema peab hüvasti ütlema “ ainult ” 260 töötajale .;105;112;hüvasti;bound;Tema kolleegil , AS Ida-Tallinna Keskhaigla juhil Meelis Roosimägil peaks nõksu kergem olema , tema peab ütlema “ ainult ” 260 töötajale .;91.3;95.7;95.7
71969;Train/ilu_vilep_ud211.conllu;""" Tsau , Jan ! """;2;6;Tsau;bound;""" , Jan ! """;100.0;100.0;100.0
71971;Train/aja_ee200110_osa_9_ud211.conllu;Mkm , phuh , ei võta .;0;10;Mkm , phuh;bound;, ei võta .;100.0;100.0;100.0
71974;Train/ilu_maailm_ud211.conllu;""" Mulle pohui , viimane või mitteviimane , tead , käi kus ... kurat !";62;67;kurat;bound;""" Mulle pohui , viimane või mitteviimane , tead , käi kus ... !";85.7;85.7;92.9
71990;Train/ilu_vilep_ud211.conllu;""" Ahah , "" ei osanud Jan muud kosta , "" väga meeldiv ! """;0;10;""" Ahah , """;bound;"ei osanud Jan muud kosta , "" väga meeldiv ! """;72.7;72.7;81.8
71991;Train/ilu_vilep_ud211.conllu;""" Einoh , "" mõtles ta endamisi , "" ega sellisel kohtlemisel muidugi viga ei ole , aga mis kuradi koolist ta räägib ? """;2;7;Einoh;bound;""" , "" mõtles ta endamisi , "" ega sellisel kohtlemisel muidugi viga ei ole , aga mis kuradi koolist ta räägib ? """;79.2;87.5;91.7
71993;Train/ilu_kanep_ud211.conllu;Mingis punktis kiired lõikuvad ja oh seda odavat pahandust siis .;34;36;oh;bound;Mingis punktis kiired lõikuvad ja seda odavat pahandust siis .;70.0;90.0;70.0
71995;Train/ilu_kivirahk_ud211.conllu;Aitäh , Petrov !;0;5;Aitäh;bound;, Petrov !;100.0;100.0;100.0
72004;Train/aja_ee200110_osa_2_ud211.conllu;Oi oi oi oi ! ütleb doktor Vask .;0;11;Oi oi oi oi;bound;! ütleb doktor Vask .;40.0;40.0;80.0
72008;Train/aja_pm19980926e_ud211.conllu;( viisil “ Oi te poisid ! ” );11;13;Oi;bound;( viisil “ te poisid ! ” );50.0;62.5;87.5
72009;Train/ilu_kanep_ud211.conllu;""" Issand , "" ütleb teine idioot .";0;12;""" Issand , """;bound;ütleb teine idioot .;75.0;100.0;75.0
72012;Train/ilu_vilep_ud211.conllu;""" Tsau , ema ! """;2;6;Tsau;bound;""" , ema ! """;100.0;100.0;100.0
72024;Train/ilu_vilep_ud211.conllu;""" Tere jälle ! "" alustas ta sedapuhku ise .";2;6;Tere;bound;""" jälle ! "" alustas ta sedapuhku ise .";55.6;66.7;66.7
72031;Dev/ilu_ruben_ud211.conllu;""" Ahhh-hhhhaaaaaa ! "" tegi majandusdirektor võidurõõmsat häält .";0;21;""" Ahhh-hhhhaaaaaa ! """;bound;tegi majandusdirektor võidurõõmsat häält .;100.0;100.0;100.0
72033;Train/aja_luup200202_osa_1_ud211.conllu;Teadsid , et muidu täitsa korralik eesti inimene , aga samal ajal lööb karjääri huvides niisugust laulu , et ohhohoo . ”;104;116;, et ohhohoo;bound;Teadsid , et muidu täitsa korralik eesti inimene , aga samal ajal lööb karjääri huvides niisugust laulu . ”;100.0;100.0;100.0
72037;Train/aja_ee200110_osa_10_ud211.conllu;Aitäh , John .;0;5;Aitäh;bound;, John .;100.0;100.0;100.0
72038;Train/aja_pm19980926e_ud211.conllu;oi te poisid kuis küll põleb rind;0;2;oi;bound;te poisid kuis küll põleb rind;66.7;83.3;66.7
72048;Train/aja_ee200110_osa_1_ud211.conllu;""" Sähke teile , põhulõuad ! "" kõlas uus kraaksatus ja meie olümpiadelegatsiooni arstina teenindav Savi tegi liigutuse , nagu viskaks lehmadele heina ette .";2;7;Sähke;bound;""" teile , põhulõuad ! "" kõlas uus kraaksatus ja meie olümpiadelegatsiooni arstina teenindav Savi tegi liigutuse , nagu viskaks lehmadele heina ette .";83.3;91.7;83.3
72052;Train/ilu_kanep_ud211.conllu;""" Tere , "" ütleb üks neist .";2;6;Tere;bound;""" , "" ütleb üks neist .";100.0;100.0;100.0
72053;Train/aja_horisont2000_osa_5_ud211.conllu;“ Hei , kuule !;2;5;Hei;bound;“ , kuule !;100.0;100.0;100.0
72061;Train/aja_ee200110_osa_1_ud211.conllu;"Mitmed vastused ajakirjanike küsimustele lõpetas Savi tema parasiitsõnaks muutunud valveväljendiga "" aitäh "" .";99;108;""" aitäh """;bound;Mitmed vastused ajakirjanike küsimustele lõpetas Savi tema parasiitsõnaks muutunud valveväljendiga .;100.0;100.0;100.0
