id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
36753;Train/aja_ee200110_osa_10_ud211.conllu;Kõnesolev kogu annab tooni ka vaadeldavas valimikus .;30;41;vaadeldavas;free;Kõnesolev kogu annab tooni ka valimikus .;100.0;100.0;100.0
36755;Train/aja_ee200110_osa_6_ud211.conllu;Ning liialt häält tõstvad mõjukad opositsionäärid või valitsusele ebamugavad tegelased kõrvaldatakse .;5;25;liialt häält tõstvad;free;Ning mõjukad opositsionäärid või valitsusele ebamugavad tegelased kõrvaldatakse .;100.0;100.0;100.0
36757;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;1958. aastal Rooma lepinguga sätestatud Euroopa Majandusühenduse eesmärk oli tagada liikmesriikide majandusedu ühtse turu kaudu .;0;39;1958. aastal Rooma lepinguga sätestatud;free;Euroopa Majandusühenduse eesmärk oli tagada liikmesriikide majandusedu ühtse turu kaudu .;100.0;100.0;100.0
36759;Train/aja_luup200202_osa_1_ud211.conllu;Ilmoja soovitab lugeda läinud aasta 29. juuli Dagens Nyheteris avaldatud sotsiaalameti raportit .;23;72;läinud aasta 29. juuli Dagens Nyheteris avaldatud;free;Ilmoja soovitab lugeda sotsiaalameti raportit .;100.0;100.0;100.0
36772;Train/aja_ee200110_osa_9_ud211.conllu;Ärkasin selle peale , et keegi kasutas minu teatavaid kehaosi eesmärgipäraselt .;44;53;teatavaid;free;Ärkasin selle peale , et keegi kasutas minu kehaosi eesmärgipäraselt .;100.0;100.0;100.0
36779;Train/ilu_kivirahk_ud211.conllu;Tähed taevas särasid nagu laiali loobitud silgupead ning peegeldusid vastu vaikselt õõtsuvas meres , mis nägi välja otsekui hiiglasuur , musta , jaheda siidiga kaetud säng .;135;166;, musta , jaheda siidiga kaetud;free;Tähed taevas särasid nagu laiali loobitud silgupead ning peegeldusid vastu vaikselt õõtsuvas meres , mis nägi välja otsekui hiiglasuur säng .;100.0;100.0;100.0
36780;Train/aja_pm20001004_osa_4_ud211.conllu;Päev varem süüdistas Hürden oma viimases sõnas samu ametkondi räiges seaduserikkumises , tema korruptsioonimaigulisi tegusid valgustanud ajakirjandust aga haiglases verejanus .;89;136;tema korruptsioonimaigulisi tegusid valgustanud;free;Päev varem süüdistas Hürden oma viimases sõnas samu ametkondi räiges seaduserikkumises , ajakirjandust aga haiglases verejanus .;100.0;100.0;100.0
36792;Train/aja_ee200110_osa_7_ud211.conllu;Nii kirjutas naistest Juhan Liivi põlvkonnakaaslane , keda apolloonilist kultuuritüüpi esindavad , aina kunsti lumiste kõrguste poole püüdlevad nooreestlased tüütuks külarealistiks tembeldasid .;97;143;, aina kunsti lumiste kõrguste poole püüdlevad;free;Nii kirjutas naistest Juhan Liivi põlvkonnakaaslane , keda apolloonilist kultuuritüüpi esindavad nooreestlased tüütuks külarealistiks tembeldasid .;100.0;100.0;100.0
36793;Train/aja_sloleht20071217_ud211.conllu;Samuti pääseb võitja mitmesugustele tehnikaspordiüritustele , kus oma ilu näidata saab .;60;86;, kus oma ilu näidata saab;free;Samuti pääseb võitja mitmesugustele tehnikaspordiüritustele .;100.0;100.0;100.0
36795;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Lähetatud töötaja saab riigis , kus ta töötab , arstiabi vastavalt selle riigi seadustele .;30;47;, kus ta töötab ,;free;Lähetatud töötaja saab riigis arstiabi vastavalt selle riigi seadustele .;100.0;100.0;100.0
36796;Train/aja_pm19980926e_ud211.conllu;Esiisa töö on head vilja kandnud , sest tänapäeval kuulub nimetatud veinimõis Rioja parimate sekka .;58;67;nimetatud;free;Esiisa töö on head vilja kandnud , sest tänapäeval kuulub veinimõis Rioja parimate sekka .;100.0;100.0;100.0
36799;Train/tea_AA_05_6_ud211.conllu;LRE komponendid ( õpiobjektide ja nende metaandmete repositooriumid , õppesisuga kauplemist võimaldav vahendusplatvorm , õpiobjektide loomise ja otsingu vahendid , õpikeskkonnad , koostöö- ja suhtlusvahendid , sisuhalduse vahendid ) peavad toetama etteantud suhtlusprotokolli , metaandmete formaati ja digitaalsete õiguste kaitset .;248;257;etteantud;free;LRE komponendid ( õpiobjektide ja nende metaandmete repositooriumid , õppesisuga kauplemist võimaldav vahendusplatvorm , õpiobjektide loomise ja otsingu vahendid , õpikeskkonnad , koostöö- ja suhtlusvahendid , sisuhalduse vahendid ) peavad toetama suhtlusprotokolli , metaandmete formaati ja digitaalsete õiguste kaitset .;100.0;100.0;100.0
36801;Train/aja_luup200106_osa_3_ud211.conllu;Mis sai uue aja saabudes aga nomenklatuuri hulka kuulunud EKP Keskkomitee liikmetest ?;29;57;nomenklatuuri hulka kuulunud;free;Mis sai uue aja saabudes aga EKP Keskkomitee liikmetest ?;100.0;100.0;100.0
36805;Train/aja_luup200202_osa_2_ud211.conllu;Sageli küsib töötaja enne protestide alustamist endalt , kas kavandatav aktsioon ikka toob kohe kaasa eesmärgi saavutamise .;61;71;kavandatav;free;Sageli küsib töötaja enne protestide alustamist endalt , kas aktsioon ikka toob kohe kaasa eesmärgi saavutamise .;100.0;100.0;100.0
36808;Train/ilu_vilep_ud211.conllu;Meeleheites jooksis ta bussipeatusse ja hüppas algava vihma käes ühelt jalalt teisele , olles kannatamatusest närvis .;47;53;algava;free;Meeleheites jooksis ta bussipeatusse ja hüppas vihma käes ühelt jalalt teisele , olles kannatamatusest närvis .;100.0;100.0;100.0
36815;Train/aja_luup200106_osa_6_ud211.conllu;Sellele aitas kaasa ka pakutava valiku suurenemine , sest lisaks firmade lipulaevadele jõudsid müügile ka luksusmaasturid .;23;31;pakutava;free;Sellele aitas kaasa ka valiku suurenemine , sest lisaks firmade lipulaevadele jõudsid müügile ka luksusmaasturid .;100.0;100.0;100.0
36816;Train/tea_geofyysika.conllu;Geoidi pinna erinevused Maa kuju lähendava pöördellipsoidi pinnast küünivad kuni 100 meetrini .;24;42;Maa kuju lähendava;free;Geoidi pinna erinevused pöördellipsoidi pinnast küünivad kuni 100 meetrini .;100.0;100.0;100.0
36822;Train/aja_pm20001004_osa_2_ud211.conllu;Kunagise turbaimpeeriumi pealinn Tootsi on üks paljudest viletsasse seisu sattunud omavalitsustest , kes nüüd näevad valitsuse reservfondis , regionaalarengu sihtasutuses või eelarvevälises omandireformi fondis viimast õlekõrt , mis nad võlgade keerisest kindlale pinnale välja tõmbaks .;57;82;viletsasse seisu sattunud;free;Kunagise turbaimpeeriumi pealinn Tootsi on üks paljudest omavalitsustest , kes nüüd näevad valitsuse reservfondis , regionaalarengu sihtasutuses või eelarvevälises omandireformi fondis viimast õlekõrt , mis nad võlgade keerisest kindlale pinnale välja tõmbaks .;100.0;100.0;100.0
36823;Train/tea_toohoive.conllu;2001. aastal tööjõu tootlikkus langes järsult ning allhanke ekspordile tuginev majanduskasv pöördus sisenõudlusele tuginevaks kasvuks .;51;78;allhanke ekspordile tuginev;free;2001. aastal tööjõu tootlikkus langes järsult ning majanduskasv pöördus sisenõudlusele tuginevaks kasvuks .;100.0;100.0;100.0
36831;Train/aja_ml200247_osa_1_ud211.conllu;Suurenenud töömaht on tinginud , et elan üha enam koti otsas .;0;10;Suurenenud;free;töömaht on tinginud , et elan üha enam koti otsas .;100.0;100.0;100.0
36835;Train/ilu_remsu_ud211.conllu;Vabaturu fanaatik ennustab , et kunagi lõpeb niisugune poliitika täieliku krahhiga , praegu seebimullina paisuv majandus lõhkeb haleda plaksuga , sest madalapalgaline rahvamass asutuse sees takistab edasiminekut .;85;111;praegu seebimullina paisuv;free;Vabaturu fanaatik ennustab , et kunagi lõpeb niisugune poliitika täieliku krahhiga , majandus lõhkeb haleda plaksuga , sest madalapalgaline rahvamass asutuse sees takistab edasiminekut .;100.0;100.0;100.0
36851;Dev/aja_pm20001004_osa_5_ud211.conllu;Kolm nädalat tagasi ilmsiks tulnud kuritegelik infokogumine Kadaka Selveri kaubamaja pangaautomaadist paljastas plastikraha kaitsetuse .;0;34;Kolm nädalat tagasi ilmsiks tulnud;free;kuritegelik infokogumine Kadaka Selveri kaubamaja pangaautomaadist paljastas plastikraha kaitsetuse .;100.0;100.0;100.0
36852;Train/aja_horisont2000_osa_1_ud211.conllu;Suureks vastuolude piirkonnaks kujunes 19. sajandi lõpul Kaug-Ida , kus ristusid sealsete riikide omavahelised konfliktid ning Euroopa riikide võitlus mõjusfääride pärast .;66;170;, kus ristusid sealsete riikide omavahelised konfliktid ning Euroopa riikide võitlus mõjusfääride pärast;free;Suureks vastuolude piirkonnaks kujunes 19. sajandi lõpul Kaug-Ida .;100.0;100.0;100.0
36855;Train/tea_dr8047.conllu;Toodud andmetest selgub , et polüküllastumata rasvhapete sisaldus on vutimuna rebus kõrgem kui kana- ja kalkunimuna rebus .;0;6;Toodud;free;andmetest selgub , et polüküllastumata rasvhapete sisaldus on vutimuna rebus kõrgem kui kana- ja kalkunimuna rebus .;100.0;100.0;100.0
36856;Dev/aja_luup200009_ud211.conllu;Sulawesi põhjaosas elavad minhassalased tähistavad Kristuse sündi piduliku ahvisöömisega .;0;25;Sulawesi põhjaosas elavad;free;minhassalased tähistavad Kristuse sündi piduliku ahvisöömisega .;100.0;100.0;100.0
36859;Train/tea_geofyysika.conllu;Kümme aastat kestnud töö järel formuleeris Kepler 1609. a. kaks esimest tema nime järgi tuntud seadust .;72;94;tema nime järgi tuntud;free;Kümme aastat kestnud töö järel formuleeris Kepler 1609. a. kaks esimest seadust .;100.0;100.0;100.0
36867;Train/aja_luup200202_osa_1_ud211.conllu;Tänane Luup tutvustab linnavalitsuse tellitud salajast dokumenti , mille alusel reformimine käima peaks .;22;45;linnavalitsuse tellitud;free;Tänane Luup tutvustab salajast dokumenti , mille alusel reformimine käima peaks .;100.0;100.0;100.0
36868;Train/aja_ee200110_osa_2_ud211.conllu;Sõbra laipa tuvastamas käinud Pärjamäe märgib , et nähtu järgi otsustades ei sooritatud seda mõrva juhuslikult või afektiseisundis .;0;29;Sõbra laipa tuvastamas käinud;free;Pärjamäe märgib , et nähtu järgi otsustades ei sooritatud seda mõrva juhuslikult või afektiseisundis .;100.0;100.0;100.0
36878;Train/aja_pm19980926e_ud211.conllu;Hapendatud küüslauk;0;10;Hapendatud;free;küüslauk;100.0;100.0;100.0
36893;Train/tea_AA_05_6_ud211.conllu;Õnneks on üldises teadmushõives ja andmekaevanduses suudetud pigem teineteist täiendada ning koostöös ressursirikaste ettevõtetega panna paika ka kokkulepitud protsessikirjeldus .;146;158;kokkulepitud;free;Õnneks on üldises teadmushõives ja andmekaevanduses suudetud pigem teineteist täiendada ning koostöös ressursirikaste ettevõtetega panna paika ka protsessikirjeldus .;100.0;100.0;100.0
36894;Train/aja_sloleht20071217_ud211.conllu;Antsla valla bussijuht Ants Väliste päästis tee ääres põlevasse autosse lõksu jäänud inimese .;44;84;tee ääres põlevasse autosse lõksu jäänud;free;Antsla valla bussijuht Ants Väliste päästis inimese .;100.0;100.0;100.0
36898;Train/aja_ee200110_osa_7_ud211.conllu;Ometi pidi korsett ka naise vitaalsust pidurdama , näitama tugevasti kinninööritud olevust õrna ja kahvatuna .;59;82;tugevasti kinninööritud;free;Ometi pidi korsett ka naise vitaalsust pidurdama , näitama olevust õrna ja kahvatuna .;100.0;100.0;100.0
36901;Train/aja_luup200202_osa_3_ud211.conllu;Kõige kehvemini on majandusreformid kulgenud n-ö sõjajärgsetes riikides , kus keskvõim pole suutnud inimestele tagada isegi esmaseid hüvesid .;72;140;, kus keskvõim pole suutnud inimestele tagada isegi esmaseid hüvesid;free;Kõige kehvemini on majandusreformid kulgenud n-ö sõjajärgsetes riikides .;100.0;100.0;100.0
36909;Train/aja_luup200202_osa_2_ud211.conllu;Asepeaministri kohalt jaanuari lõpus peaministri rolli tõusnud Imangali Tasmagambetovi sõnul tähendab see , et Kasahstan pole puhtalt ei Aasia ega Euroopa riik .;0;62;Asepeaministri kohalt jaanuari lõpus peaministri rolli tõusnud;free;Imangali Tasmagambetovi sõnul tähendab see , et Kasahstan pole puhtalt ei Aasia ega Euroopa riik .;100.0;100.0;100.0
36917;Train/tea_toohoive.conllu;Samuti on naiste vaeghõive kogu vaadeldava perioodi vältel olnud kõrgem kui meestel .;32;42;vaadeldava;free;Samuti on naiste vaeghõive kogu perioodi vältel olnud kõrgem kui meestel .;100.0;100.0;100.0
36938;Train/aja_ee199920_osa_3_ud211.conllu;Järele jäänud varasid on müüdud 2,4 miljoni krooni eest .;0;13;Järele jäänud;free;varasid on müüdud 2,4 miljoni krooni eest .;100.0;100.0;100.0
36939;Train/ilu_kanep_ud211.conllu;Taon kinnikiilunud ust jalaga , aga see ei anna järele .;5;18;kinnikiilunud;free;Taon ust jalaga , aga see ei anna järele .;100.0;100.0;100.0
36941;Train/aja_luup200106_osa_6_ud211.conllu;Ülepaisutatud vajadus .;0;13;Ülepaisutatud;free;vajadus .;100.0;100.0;100.0
36944;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Tabelis 2 ja 3 on toodud inkontinetsi erinevad tüübid , nende tekke mehhanismid .;38;46;erinevad;free;Tabelis 2 ja 3 on toodud inkontinetsi tüübid , nende tekke mehhanismid .;100.0;100.0;100.0
36947;Train/aja_luup200202_osa_4_ud211.conllu;Teadlased on umbes kahe millimeetri suurused õhkõrnast membraanist tehtud mikrofonid kärbse auks nimetanud ormiafoonideks .;45;73;õhkõrnast membraanist tehtud;free;Teadlased on umbes kahe millimeetri suurused mikrofonid kärbse auks nimetanud ormiafoonideks .;100.0;100.0;100.0
36966;Train/tea_toohoive.conllu;Lõpuks hinnati ühtsele kujule viidud mudelid kõikide aastate andmete baasil .;15;36;ühtsele kujule viidud;free;Lõpuks hinnati mudelid kõikide aastate andmete baasil .;100.0;100.0;100.0
36967;Train/aja_ee200110_osa_6_ud211.conllu;Kirsade ja saapa sisse keeratavate jalarättide hais tahab lämmatada .;11;34;saapa sisse keeratavate;free;Kirsade ja jalarättide hais tahab lämmatada .;100.0;100.0;100.0
36971;Train/aja_ml200247_osa_1_ud211.conllu;Uus algus tehti pärast pikka pausi 1992. a Kuressaare õppekeskuses , kus suurt nõu ja abi osutasid Venemaa piirivalvekooli esindajad .;67;132;, kus suurt nõu ja abi osutasid Venemaa piirivalvekooli esindajad;free;Uus algus tehti pärast pikka pausi 1992. a Kuressaare õppekeskuses .;100.0;100.0;100.0
36973;Train/aja_luup200202_osa_2_ud211.conllu;Seoses Maximaga tõstatusid uueneva Euroopa jaoks tänapäevasel tasemel ka usuvabaduse küsimused .;27;34;uueneva;free;Seoses Maximaga tõstatusid Euroopa jaoks tänapäevasel tasemel ka usuvabaduse küsimused .;100.0;100.0;100.0
36976;Train/aja_ee199920_osa_1_ud211.conllu;Rahvusvahelistele rahumissioonidele sõitvate Eesti sõjaväelaste auastmeid tuleb vahel ajutiselt tõsta , sest vastav ametikoht nõuab kõrgemat auastet .;109;115;vastav;free;Rahvusvahelistele rahumissioonidele sõitvate Eesti sõjaväelaste auastmeid tuleb vahel ajutiselt tõsta , sest ametikoht nõuab kõrgemat auastet .;100.0;100.0;100.0
36981;Train/aja_ee200110_osa_4_ud211.conllu;Saadan veidi huvitavat infot Eesti kuulsusest maailmas !!!;13;22;huvitavat;free;Saadan veidi infot Eesti kuulsusest maailmas !!!;100.0;100.0;100.0
36983;Train/aja_luup200202_osa_2_ud211.conllu;President Nursultan Nazarbajev on 12 võimul oldud aastaga pigistanud riigi oma raudsesse haardesse ja kindlustanud endale pikkadeks aastateks vankumatu “ troonil ” püsimise .;37;49;võimul oldud;free;President Nursultan Nazarbajev on 12 aastaga pigistanud riigi oma raudsesse haardesse ja kindlustanud endale pikkadeks aastateks vankumatu “ troonil ” püsimise .;100.0;100.0;100.0
36984;Dev/aja_ml200247_osa6_ud211.conllu;Astrid Lindgreni raamatute põhjal tehtud filmidest on kokku pandud eriprogramm .;0;40;Astrid Lindgreni raamatute põhjal tehtud;free;filmidest on kokku pandud eriprogramm .;100.0;100.0;100.0
36990;Train/tea_dr8047.conllu;Sellele uurimusele ei pööratud tähelepanu kuni 70-ndate aastateni , mil ω-3-rasvhappeid hakati seostama inimese tervisega ( Bang , Dyerberg , 1972 ) .;66;148;, mil ω-3-rasvhappeid hakati seostama inimese tervisega ( Bang , Dyerberg , 1972 );free;Sellele uurimusele ei pööratud tähelepanu kuni 70-ndate aastateni .;100.0;100.0;100.0
36996;Train/tea_AA_05_6_ud211.conllu;Et tagada sisulise jadastatuse säilimine töödeldavas programmis , lähtutakse protsessori töö korraldamisel kahest põhimõttest .;41;52;töödeldavas;free;Et tagada sisulise jadastatuse säilimine programmis , lähtutakse protsessori töö korraldamisel kahest põhimõttest .;100.0;100.0;100.0
37007;Train/tea_AA_05_6_ud211.conllu;Andmeedastuse ohjet korraldab vastav registerstruktuur , mis analüüsib andmetega kaasnevaid juht- ehk maskibitte .;30;36;vastav;free;Andmeedastuse ohjet korraldab registerstruktuur , mis analüüsib andmetega kaasnevaid juht- ehk maskibitte .;100.0;100.0;100.0
37008;Train/tea_AA_05_6_ud211.conllu;Andmeedastuse ohjet korraldab vastav registerstruktuur , mis analüüsib andmetega kaasnevaid juht- ehk maskibitte .;71;91;andmetega kaasnevaid;free;Andmeedastuse ohjet korraldab vastav registerstruktuur , mis analüüsib juht- ehk maskibitte .;100.0;100.0;100.0
37020;Train/aja_luup200106_osa_6_ud211.conllu;Enne mõne “ huvitava ” e-kirja edasisaatmist tuttavatele tuleks kaks korda mõelda , kas see pälviks nende jäägitu poolehoiu .;10;22;“ huvitava ”;free;Enne mõne e-kirja edasisaatmist tuttavatele tuleks kaks korda mõelda , kas see pälviks nende jäägitu poolehoiu .;100.0;100.0;100.0
37021;Train/aja_ee200110_osa_10_ud211.conllu;Möödunud reedel lõuna paiku teatas Timesi netikülg Diamondi surmast .;0;8;Möödunud;free;reedel lõuna paiku teatas Timesi netikülg Diamondi surmast .;100.0;100.0;100.0
37025;Train/aja_ee200110_osa_2_ud211.conllu;"Tsaariaegses viletsalt köetud majas , kus pole vett sees ! """;36;56;, kus pole vett sees;free;"Tsaariaegses viletsalt köetud majas ! """;100.0;100.0;100.0
37027;Train/aja_epl20061216_ud211.conllu;Suurima elamuse saab just sellistest dokfilmidest , kus on võrdselt tugevad mõlemad komponendid - nii režissööritöö kui ka portreteeritava panus .;50;144;, kus on võrdselt tugevad mõlemad komponendid - nii režissööritöö kui ka portreteeritava panus;free;Suurima elamuse saab just sellistest dokfilmidest .;100.0;100.0;100.0
37034;Train/aja_horisont2000_osa_5_ud211.conllu;Kaelkirjakutel on erilised poegimispiirkonnad , kuhu emased lähevad vahetult enne sünnitust .;46;91;, kuhu emased lähevad vahetult enne sünnitust;free;Kaelkirjakutel on erilised poegimispiirkonnad .;100.0;100.0;100.0
37039;Train/aja_pm20000218_osa_5_ud211.conllu;Teised ebaõnnestunud üritused signaali tabada pärinevad Suurbritanniast , Hollandist ja Itaaliast .;7;20;ebaõnnestunud;free;Teised üritused signaali tabada pärinevad Suurbritanniast , Hollandist ja Itaaliast .;100.0;100.0;100.0
37040;Train/aja_pm20000218_osa_5_ud211.conllu;Teised ebaõnnestunud üritused signaali tabada pärinevad Suurbritanniast , Hollandist ja Itaaliast .;30;45;signaali tabada;free;Teised ebaõnnestunud üritused pärinevad Suurbritanniast , Hollandist ja Itaaliast .;100.0;100.0;100.0
37045;Train/aja_pm20000218_osa_5_ud211.conllu;Euroopa Liidu liikmesriikides oma harjumatute avaldustega hüsteerilise reaktsiooni esile kutsunud Austria Kärnteni liidumaa valitsusjuht Jörg Haider saabus eravisiidile Kanadasse , mispeale kohalikud võimuesindajad ruttasid kinnitama , et Kanada teda kutsunud ei ole .;0;97;Euroopa Liidu liikmesriikides oma harjumatute avaldustega hüsteerilise reaktsiooni esile kutsunud;free;Austria Kärnteni liidumaa valitsusjuht Jörg Haider saabus eravisiidile Kanadasse , mispeale kohalikud võimuesindajad ruttasid kinnitama , et Kanada teda kutsunud ei ole .;100.0;100.0;100.0
37047;Train/aja_ee200110_osa_7_ud211.conllu;Kolmandat korda üllatas Kalev kolleege , kui kirjutas selles Reporteris ilmuva pika käsitluse eesti naisideaali arengust Vildest tänapäevani .;54;78;selles Reporteris ilmuva;free;Kolmandat korda üllatas Kalev kolleege , kui kirjutas pika käsitluse eesti naisideaali arengust Vildest tänapäevani .;100.0;100.0;100.0
37063;Train/aja_luup200202_osa_1_ud211.conllu;Üks järeldus on järgmine - erastamisest võitsid reeglina direktorid ja nn insaiderid , kaotasid aga ettevõtetes rabanud töölised .;100;119;ettevõtetes rabanud;free;Üks järeldus on järgmine - erastamisest võitsid reeglina direktorid ja nn insaiderid , kaotasid aga töölised .;100.0;100.0;100.0
37065;Train/aja_ee200110_osa_8_ud211.conllu;Turvalisele õhkkonnale aitas kaasa Olümpia hotellis asunud politsei konstaablipunkt .;35;58;Olümpia hotellis asunud;free;Turvalisele õhkkonnale aitas kaasa politsei konstaablipunkt .;100.0;100.0;100.0
37067;Train/aja_pm19980926e_ud211.conllu;Hullemaid lugusid kuulsime enne meid käinud reisijatest , kel kontrollimise käigus lõhuti isegi fotoaparaate .;27;43;enne meid käinud;free;Hullemaid lugusid kuulsime reisijatest , kel kontrollimise käigus lõhuti isegi fotoaparaate .;100.0;100.0;100.0
37075;Train/aja_luup200106_osa_2_ud211.conllu;Seni ostsime Ukrainast ja Venest odavat metalli , siis enam mitte , seetõttu kallineb ehitamine .;33;39;odavat;free;Seni ostsime Ukrainast ja Venest metalli , siis enam mitte , seetõttu kallineb ehitamine .;100.0;100.0;100.0
37077;Train/aja_horisont2000_osa_2_ud211.conllu;Koguja raamat ja Sholem Aleihhemi “ Marienbad ” - need kaks head raamatut on lihtsalt hetkel aktualiseerunud , kuna pidin hiljuti rääkima juudi kirjandusest .;48;156;- need kaks head raamatut on lihtsalt hetkel aktualiseerunud , kuna pidin hiljuti rääkima juudi kirjandusest;free;Koguja raamat ja Sholem Aleihhemi “ Marienbad ” .;100.0;100.0;100.0
